orden,sitios,codigo,fecha,año,campaña,tem_agua,tem_aire,od,ph,olores,color,espumas,mat_susp,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,nitrato_mg_l,nh4_mg_l,p_total_l_mg_l,fosf_ortofos_mg_l,dbo_mg_l,dqo_mg_l,turbiedad_ntu,hidr_deriv_petr_ug_l,cr_total_mg_l,cd_total_mg_l,clorofila_a_ug_l,microcistina_ug_l,ica,calidad_de_agua,gobierno_local,sitio,latitud,longitud,Poblacion_partido,Personas_con_cloacas,Actividad_principal,"Agricultura, ganadería, caza y silvicultura",Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,Explotación de minas y canteras,Industria Manufacturera,"Electricidad, gas y agua",Construcción,Servicios
32.0,Puerto Trinidad calle 47,BZ077,2024-04-08,2024.0,verano,,21.0,,,0.0,0.0,0.0,0.0,650.0,400.0,10.0,8.4,,0.42,,6.0,,69.2,0.0,,,17.9,,59.0,Muy deteriorada,Berazategui,,,,358712.0,267760.0,"""Agricultura, ganadería, caza y silvicultura""",1.0,2.0,0.0,7.0,6.0,6.0,3.0
32.0,Puerto Trinidad calle 47,BZ077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berazategui,,,,358712.0,267760.0,"""Agricultura, ganadería, caza y silvicultura""",1.0,2.0,0.0,7.0,6.0,6.0,3.0
31.0,Calle 14 y Costa - Salida cloaca,BZ078,2024-04-08,2024.0,verano,,20.0,,,0.0,0.0,0.0,0.0,12000.0,9000.0,400.0,6.9,0.36,,,,,59.4,0.0,,,25.6,,41.0,Extremadamente deteriorada,Berazategui,Calle 14 y costa - salida cloaca,-34.744.169,-58.177.231,358712.0,267760.0,"""Agricultura, ganadería, caza y silvicultura""",1.0,2.0,0.0,7.0,6.0,6.0,3.0
31.0,Calle 14 y Costa - Salida cloaca,BZ078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berazategui,Calle 14 y costa - salida cloaca,-34.744.169,-58.177.231,358712.0,267760.0,"""Agricultura, ganadería, caza y silvicultura""",1.0,2.0,0.0,7.0,6.0,6.0,3.0
33.0,Costanera Hudson Calle 63,BZ080,2024-04-08,2024.0,verano,,22.0,,,0.0,0.0,0.0,0.0,800.0,500.0,80.0,6.6,,0.54,,,,63.9,0.0,,,20.5,,51.0,Muy deteriorada,Berazategui,Costanera Hudson calle 63,-34.753,-58.108.281,358712.0,267760.0,"""Agricultura, ganadería, caza y silvicultura""",1.0,2.0,0.0,7.0,6.0,6.0,3.0
33.0,Costanera Hudson Calle 63,BZ080,2024-11-27,2024.0,primavera,,22.2,,,0.0,0.0,0.0,0.0,,2400.0,500.0,5.7,0.1,0.6,,2.0,,56.2,0.0,,,15.0,,48.0,Muy deteriorada,Berazategui,Costanera Hudson calle 63,-34.753,-58.108.281,358712.0,267760.0,"""Agricultura, ganadería, caza y silvicultura""",1.0,2.0,0.0,7.0,6.0,6.0,3.0
,,CA CU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ecológica ciudad universitaria costanera norte,-34.535.878,-58.445.933,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,CA CU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ciudad universitaria: boca de entrada al humedal  desembocadura arroyo white,-34.537.272,-58.448.339,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,CA CU03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ciudad universitaria: marisma canal de marea principal,-34.538.686,-58.445.589,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,CA CU04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ciudad universitaria: humedal central   planicie de marea,-34.539.667,-58.443.781,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,CA CU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ciudad universitaria: dique sur subsistema laguna,-34.540.675,-584.419,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
18.0,Parque de los Niños,CA041,2024-04-08,2024.0,verano,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,,,,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
18.0,Parque de los Niños,CA041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,,,,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
19.0,Costanera Norte - Espigón Abanico,CA044,2024-04-08,2024.0,verano,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Costanera norte espigón abanico,-34.547.089,-58.430.231,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
19.0,Costanera Norte - Espigón Abanico,CA044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Costanera norte espigón abanico,-34.547.089,-58.430.231,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
20.0,Club de Pescadores,CA046,2024-04-08,2024.0,verano,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Club de pescadores,-34.563.231,-58.404.119,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
20.0,Club de Pescadores,CA046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Club de pescadores,-34.563.231,-58.404.119,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,2024-04-08,2024.0,verano,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3121707.0,3049672.0,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,EN AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ensenada,Boca cerrada (res. extra nat. punta Lara),-34.781.253,-58.008.481,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
34.0,Boca Cerrada (Res.Nat. Punta Lara),EN-adic,2024-04-08,2024.0,verano,,20.0,,,0.0,0.0,0.0,0.0,300.0,200.0,50.0,7.4,,0.53,,,,68.1,0.0,,,,,54.0,Muy deteriorada,Ensenada,,,,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
34.0,Boca Cerrada (Res.Nat. Punta Lara),EN-adic,2024-11-27,2024.0,primavera,,,,,0.0,0.0,0.0,0.0,,,,1.2,,,,,,18.0,0.0,,,,,91.0,Levemente deteriorada,Ensenada,,,,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
35.0,Camping Eva Perón,EN081,2024-04-08,2024.0,verano,22.0,24.0,8.74,8.34,0.0,0.0,0.0,0.0,1500.0,800.0,170.0,7.0,,0.49,,2.0,,80.5,0.0,,,10.9,,55.0,Muy deteriorada,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
35.0,Camping Eva Perón,EN081,2024-11-27,2024.0,primavera,23.7,,7.6,,0.0,0.0,0.0,0.0,,1600.0,350.0,6.4,,0.5,,,,73.6,0.0,,,,,62.0,Muy deteriorada,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
36.0,Toma de agua Club de Pesca,EN082,2024-04-08,2024.0,verano,22.0,24.0,6.45,8.11,0.0,0.0,0.0,0.0,600.0,400.0,80.0,7.2,,0.43,,,,180.0,0.0,,,,,55.0,Muy deteriorada,Ensenada,,,,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
36.0,Toma de agua Club de Pesca,EN082,2024-11-27,2024.0,primavera,24.7,,4.7,,0.0,0.0,0.0,0.0,,,,6.6,,,,,,31.0,0.0,,,,0.2,86.0,Levemente deteriorada,Ensenada,,,,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
37.0,Arroyo El Gato,EN083,2024-04-08,2024.0,verano,21.0,24.0,1.31,7.79,0.0,0.0,0.0,0.0,20000.0,14000.0,300.0,4.2,3.18,0.21,,19.0,,52.5,0.0,,,15.4,,35.0,Extremadamente deteriorada,Ensenada,,,,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
37.0,Arroyo El Gato,EN083,2024-11-27,2024.0,primavera,24.4,,0.8,,0.0,0.0,0.0,0.0,,,,1.4,4.5,,,,,17.1,0.0,,,15.0,,63.0,Muy deteriorada,Ensenada,,,,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
38.0,Ensenada Prefectura Isla Santiago,EN084,2024-04-08,2024.0,verano,21.0,24.0,4.24,7.87,0.0,0.0,0.0,0.0,300.0,230.0,85.0,8.0,0.09,0.27,,,,63.6,0.0,,,,,63.0,Muy deteriorada,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
38.0,Ensenada Prefectura Isla Santiago,EN084,2024-11-27,2024.0,primavera,24.5,,6.6,,0.0,0.0,0.0,0.0,,,,7.9,,,,,,40.2,0.0,,,,,92.0,Levemente deteriorada,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63997.0,37375.0,"""siderúrgica y refineria de petroleo""",,,,,,,
28.0,Espora 400 m,QU061,2024-04-08,2024.0,verano,22.0,21.0,,7.47,0.0,0.0,0.0,0.0,1400.0,1200.0,80.0,5.5,0.48,0.32,,,,97.2,0.0,,,,,54.0,Muy deteriorada,Quilmes,Espora 400 m,-3.469.195,-58.253.889,633391.0,469008.0,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
28.0,Espora 400 m,QU061,2024-11-27,2024.0,primavera,22.6,23.0,8.5,8.3,0.0,1.0,0.0,1.0,,,,6.1,0.1,,,,,5.3,0.0,,,,,81.0,Levemente deteriorada,Quilmes,Espora 400 m,-3.469.195,-58.253.889,633391.0,469008.0,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
29.0,Náutico 400 m,QU062,2024-04-08,2024.0,verano,22.0,21.0,,7.48,0.0,0.0,0.0,0.0,800.0,600.0,60.0,7.6,0.77,0.44,,5.0,,64.5,0.0,,,,,54.0,Muy deteriorada,Quilmes,,,,633391.0,469008.0,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
29.0,Náutico 400 m,QU062,2024-11-27,2024.0,primavera,22.6,23.0,8.5,8.2,0.0,1.0,0.0,1.0,,,,11.6,0.1,,,,,87.8,0.0,,,,0.5,81.0,Levemente deteriorada,Quilmes,,,,633391.0,469008.0,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
30.0,Pejerrey Club 400 m,QU063,2024-04-08,2024.0,verano,22.0,21.0,,7.57,0.0,0.0,0.0,0.0,1100.0,800.0,10.0,8.3,0.78,0.44,,5.0,,58.0,0.0,,,10.3,,56.0,Muy deteriorada,Quilmes,,,,633391.0,469008.0,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
30.0,Pejerrey Club 400 m,QU063,2024-11-27,2024.0,primavera,22.6,23.0,7.1,5.7,0.0,1.0,0.0,1.0,,6700.0,600.0,13.6,,0.4,,4.0,,44.2,0.0,,,26.0,,41.0,Extremadamente deteriorada,Quilmes,,,,633391.0,469008.0,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
10.0,Del Arca,SF015,2024-04-08,2024.0,verano,24.0,19.0,4.85,,0.0,0.0,0.0,1.0,9000.0,6000.0,800.0,2.5,0.37,0.23,,5.0,,139.0,0.0,,,,0.58,36.0,Extremadamente deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171616.0,157308.0,"""Actividad náutica""",2.0,7.0,0.0,5.0,7.0,7.0,5.0
10.0,Del Arca,SF015,2024-11-27,2024.0,primavera,25.4,23.0,1.9,7.4,0.0,0.0,0.0,0.0,,,,2.0,2.1,,,,,12.6,0.0,,,,,74.0,Deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171616.0,157308.0,"""Actividad náutica""",2.0,7.0,0.0,5.0,7.0,7.0,5.0
11.0,Espigón La Farola,SI021,2024-04-08,2024.0,verano,24.0,20.0,3.19,6.82,0.0,0.0,0.0,0.0,900.0,800.0,140.0,3.4,0.53,0.18,,,,63.1,0.0,,,,,53.0,Muy deteriorada,San Isidro,,,,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
11.0,Espigón La Farola,SI021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Isidro,,,,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
12.0,Reserva Ecológica,SI022,2024-04-08,2024.0,verano,23.0,19.0,6.14,7.0,0.0,0.0,0.0,0.0,3100.0,2700.0,340.0,4.4,0.4,0.29,,3.0,,75.4,0.0,,,,,50.0,Muy deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
12.0,Reserva Ecológica,SI022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
14.0,Perú Puente,SI023,2024-04-08,2024.0,verano,23.0,19.0,1.34,6.86,1.0,1.0,0.0,1.0,62000.0,48000.0,4600.0,5.0,1.68,0.52,,5.0,,56.2,0.0,,,,,27.0,Extremadamente deteriorada,San Isidro,Perú puente,-34.484.169,-5.847.945,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
14.0,Perú Puente,SI023,2024-11-27,2024.0,primavera,24.5,20.0,2.8,7.6,0.0,0.0,0.0,0.0,,96000.0,15000.0,16.6,5.7,0.5,,3.0,,2.2,0.0,,,,,36.0,,San Isidro,Perú puente,-34.484.169,-5.847.945,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
13.0,Playa Espigón de Pacheco,SI024,2024-04-08,2024.0,verano,23.0,21.0,8.14,7.0,0.0,0.0,0.0,0.0,5300.0,4500.0,540.0,6.8,0.16,0.17,,3.0,,20.9,0.0,,,,,47.0,Muy deteriorada,San Isidro,,,,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
13.0,Playa Espigón de Pacheco,SI024,2024-11-27,2024.0,primavera,24.5,20.0,7.7,8.0,0.0,0.0,0.0,0.0,,,,7.3,0.3,,,,,27.9,0.0,,,17.0,,93.0,Levemente deteriorada,San Isidro,,,,297282.0,275528.0,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
1.0,Canal Villanueva y Río Luján,TI001,2024-04-08,2024.0,verano,23.0,24.0,3.58,6.81,0.0,0.0,0.0,0.0,640.0,380.0,180.0,,0.09,0.2,,,,267.0,0.0,,,,,54.0,Muy deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
1.0,Canal Villanueva y Río Luján,TI001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
3.0,Canal Aliviador y Río Lujan,TI002,2024-04-08,2024.0,verano,23.0,24.0,6.02,6.89,0.0,0.0,0.0,0.0,4600.0,4100.0,500.0,1.9,0.65,0.31,,4.0,,154.0,0.0,,,,,42.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
3.0,Canal Aliviador y Río Lujan,TI002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,2024-04-08,2024.0,verano,22.0,24.0,4.05,6.86,0.0,0.0,0.0,0.0,1700.0,900.0,170.0,1.5,0.37,0.29,,2.0,,112.0,0.0,,,,,51.0,Muy deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,2024-11-27,2024.0,primavera,24.9,23.0,2.6,6.8,1.0,0.0,1.0,0.0,,5900.0,2300.0,,1.2,0.3,,3.0,,53.8,0.0,,,,,38.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
5.0,Río Reconquista y Río Lujan,TI004,2024-04-08,2024.0,verano,22.0,23.0,2.97,6.81,0.0,0.0,0.0,0.0,15000.0,13000.0,1000.0,1.8,0.95,0.29,,5.0,,147.0,0.0,,,,,35.0,Extremadamente deteriorada,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
5.0,Río Reconquista y Río Lujan,TI004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
6.0,Rio Tigre 100m antes del Rio Luján,TI005,2024-04-08,2024.0,verano,22.0,23.0,2.13,6.81,0.0,0.0,0.0,0.0,11000.0,7400.0,200.0,1.8,1.36,0.54,,,,123.0,0.0,,,,,35.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
6.0,Rio Tigre 100m antes del Rio Luján,TI005,2024-11-27,2024.0,primavera,25.7,23.0,0.8,6.6,1.0,1.0,1.0,0.0,,,,1.1,3.9,,,,,19.4,0.0,,,,,52.0,Muy deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,2024-04-08,2024.0,verano,23.0,24.0,4.67,6.84,0.0,0.0,0.0,0.0,2200.0,2000.0,100.0,1.8,0.24,0.23,,,,126.0,0.0,,,,,47.0,Muy deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
7.0,Río Lujan y Canal San Fernando,TI007,2024-04-08,2024.0,verano,22.0,23.0,1.96,7.59,0.0,0.0,0.0,1.0,6900.0,5800.0,1800.0,1.6,1.2,0.44,,8.0,,96.6,0.0,,,,,37.0,Extremadamente deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
7.0,Río Lujan y Canal San Fernando,TI007,2024-11-27,,,25.6,23.0,0.8,6.7,0.0,1.0,1.0,0.0,,,,1.2,4.3,,,,,13.1,0.0,,,11.0,,57.0,Muy deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
8.0,Río Capitán y Río San Antonio,TI008,2024-04-08,2024.0,verano,23.0,25.0,6.43,7.02,0.0,0.0,0.0,0.0,340.0,220.0,90.0,1.9,,0.17,,,,202.0,0.0,,,,,63.0,Muy deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
8.0,Río Capitán y Río San Antonio,TI008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,2024-04-08,2024.0,verano,23.0,25.0,5.8,6.92,0.0,0.0,0.0,1.0,440.0,300.0,100.0,1.3,0.12,0.13,,,,140.0,0.0,,,,,61.0,Muy deteriorada,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigre,,,,446949.0,144834.0,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
17.0,Costa y Melo,VL031,2024-04-08,2024.0,verano,22.0,21.0,5.84,7.03,0.0,0.0,0.0,1.0,15000.0,11000.0,1600.0,8.5,0.2,0.33,,,,20.1,0.0,,,,,39.0,Extremadamente deteriorada,Vicente López,,,,282281.0,273863.0,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
17.0,Costa y Melo,VL031,2024-11-27,2024.0,primavera,24.5,,1.5,6.7,0.0,0.0,0.0,0.0,,,16700.0,9.3,1.2,0.4,,4.0,,24.8,0.0,,,10.0,,36.0,Extremadamente deteriorada,Vicente López,,,,282281.0,273863.0,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
16.0,Puerto de Olivos Espigón,VL032,2024-04-08,2024.0,verano,22.0,21.0,5.53,7.39,0.0,0.0,0.0,1.0,9000.0,8700.0,2300.0,8.3,0.49,0.25,,3.0,,83.8,0.0,,,,,40.0,Extremadamente deteriorada,Vicente López,Puerto de olivos espigón,-34.505.531,-58.473.719,282281.0,273863.0,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
16.0,Puerto de Olivos Espigón,VL032,2024-11-27,2024.0,primavera,25.1,,4.4,7.4,0.0,0.0,0.0,0.0,,,,3.0,0.5,,,,,27.7,0.0,,,,,87.0,Levemente deteriorada,Vicente López,Puerto de olivos espigón,-34.505.531,-58.473.719,282281.0,273863.0,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
15.0,Reserva Barrio El Ceibo,VL033,2024-04-08,2024.0,verano,22.0,21.0,7.22,7.4,0.0,0.0,0.0,1.0,5000.0,4300.0,600.0,13.2,0.51,0.34,,4.0,,63.1,0.0,,,,,42.0,Extremadamente deteriorada,Vicente López,,,,282281.0,273863.0,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
15.0,Reserva Barrio El Ceibo,VL033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vicente López,,,,282281.0,273863.0,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
